=========== Algorithm Parameters =================
---- nbGranular        is set to 20
---- mu                is set to 25
---- lambda            is set to 40
---- nbElite           is set to 4
---- nbClose           is set to 5
---- targetFeasible    is set to 0.2
---- seed              is set to 1234
---- nbIter            is set to 20000
---- timeLimit         is set to 0
---- useSwapStar       is set to 1
==================================================
----- READING INSTANCE: ../../results/heuristics/cvrp_hgs/Vrp-Set-A-n33/Vrp-Set-A-n33-hgs/1.hgs1.vrp
----- FLEET SIZE WAS NOT SPECIFIED: DEFAULT INITIALIZATION TO 11 VEHICLES
----- INSTANCE SUCCESSFULLY LOADED WITH 32 CLIENTS AND 11 VEHICLES
----- BUILDING INITIAL POPULATION
----- STARTING GENETIC ALGORITHM
It      0      2 | T(s) 0.02 | Feas 60 0.74 0.75 | NO-INFEASIBLE | Div 0.28 -1.00 | Feas 1.00 1.00 | Pen 0.10 0.85
It  15000  15002 | T(s) 2.59 | Feas 54 0.74 0.75 | NO-INFEASIBLE | Div 0.30 -1.00 | Feas 1.00 1.00 | Pen 0.10 0.10
It  15500  15502 | T(s) 2.67 | Feas 62 0.74 0.74 | NO-INFEASIBLE | Div 0.28 -1.00 | Feas 1.00 1.00 | Pen 0.10 0.10
It  16000  16002 | T(s) 2.75 | Feas 29 0.74 0.76 | NO-INFEASIBLE | Div 0.45 -1.00 | Feas 1.00 1.00 | Pen 0.10 0.10
It  16500  16502 | T(s) 2.84 | Feas 37 0.74 0.75 | NO-INFEASIBLE | Div 0.37 -1.00 | Feas 1.00 1.00 | Pen 0.10 0.10
It  17000  17002 | T(s) 2.93 | Feas 45 0.74 0.75 | NO-INFEASIBLE | Div 0.34 -1.00 | Feas 1.00 1.00 | Pen 0.10 0.10
It  17500  17502 | T(s) 3.01 | Feas 53 0.74 0.75 | NO-INFEASIBLE | Div 0.30 -1.00 | Feas 1.00 1.00 | Pen 0.10 0.10
It  18000  18002 | T(s) 3.10 | Feas 61 0.74 0.75 | NO-INFEASIBLE | Div 0.30 -1.00 | Feas 1.00 1.00 | Pen 0.10 0.10
It  18500  18502 | T(s) 3.18 | Feas 28 0.74 0.76 | NO-INFEASIBLE | Div 0.46 -1.00 | Feas 1.00 1.00 | Pen 0.10 0.10
It  19000  19002 | T(s) 3.27 | Feas 36 0.74 0.75 | NO-INFEASIBLE | Div 0.38 -1.00 | Feas 1.00 1.00 | Pen 0.10 0.10
It  19500  19502 | T(s) 3.35 | Feas 44 0.74 0.75 | NO-INFEASIBLE | Div 0.37 -1.00 | Feas 1.00 1.00 | Pen 0.10 0.10
----- GENETIC ALGORITHM FINISHED AFTER 20000 ITERATIONS. TIME SPENT: 3.43382
----- WRITING BEST SOLUTION IN : ../../results/heuristics/cvrp_hgs/Vrp-Set-A-n33/Vrp-Set-A-n33-hgs/1.hgs1.tour
