=========== Algorithm Parameters =================
---- nbGranular        is set to 20
---- mu                is set to 25
---- lambda            is set to 40
---- nbElite           is set to 4
---- nbClose           is set to 5
---- targetFeasible    is set to 0.2
---- seed              is set to 1234
---- nbIter            is set to 20000
---- timeLimit         is set to 0
---- useSwapStar       is set to 1
==================================================
----- READING INSTANCE: baseline_results/cvrp_hgs/Vrp-Set-Golden-n361/Vrp-Set-Golden-n361-hgs/0.hgs1.vrp
----- FLEET SIZE WAS NOT SPECIFIED: DEFAULT INITIALIZATION TO 46 VEHICLES
----- INSTANCE SUCCESSFULLY LOADED WITH 360 CLIENTS AND 46 VEHICLES
----- BUILDING INITIAL POPULATION
----- STARTING GENETIC ALGORITHM
It      0      2 | T(s) 0.59 | Feas 60 1402.62 1426.82 | Inf 1 1474.52 1474.52 | Div 0.64 -nan | Feas 0.99 1.00 | Pen 1.30 0.85
It  30500   7971 | T(s) 101.58 | Feas 46 1366.07 1366.22 | Inf 32 1362.98 1367.41 | Div 0.12 0.28 | Feas 0.31 1.00 | Pen 0.18 0.10
It  31000   8471 | T(s) 103.01 | Feas 28 1366.07 1368.24 | Inf 46 1355.82 1364.72 | Div 0.25 0.33 | Feas 0.27 1.00 | Pen 0.16 0.10
It  31500   8971 | T(s) 104.48 | Feas 39 1366.07 1366.89 | Inf 39 1364.18 1367.28 | Div 0.19 0.34 | Feas 0.20 1.00 | Pen 0.19 0.10
It  32000   9471 | T(s) 105.90 | Feas 62 1366.07 1366.57 | Inf 61 1357.71 1363.50 | Div 0.17 0.34 | Feas 0.27 1.00 | Pen 0.16 0.10
It  32500   9971 | T(s) 107.41 | Feas 35 1366.07 1366.42 | Inf 59 1359.67 1364.44 | Div 0.15 0.32 | Feas 0.09 1.00 | Pen 0.17 0.10
It  33000  10471 | T(s) 108.87 | Feas 48 1366.07 1366.14 | Inf 48 1360.68 1364.40 | Div 0.09 0.36 | Feas 0.20 1.00 | Pen 0.17 0.10
It  33500  10971 | T(s) 110.35 | Feas 59 1366.07 1366.18 | Inf 40 1361.04 1366.51 | Div 0.10 0.34 | Feas 0.26 1.00 | Pen 0.18 0.10
It  34000  11471 | T(s) 111.76 | Feas 26 1366.07 1367.92 | Inf 29 1362.09 1368.68 | Div 0.23 0.44 | Feas 0.25 1.00 | Pen 0.18 0.10
It  34500  11971 | T(s) 113.19 | Feas 45 1366.07 1366.19 | Inf 55 1364.26 1368.98 | Div 0.13 0.36 | Feas 0.13 1.00 | Pen 0.19 0.10
It  35000  12471 | T(s) 114.62 | Feas 62 1366.07 1366.18 | Inf 34 1356.85 1362.36 | Div 0.11 0.39 | Feas 0.21 1.00 | Pen 0.16 0.10
It  35500  12971 | T(s) 116.03 | Feas 38 1366.07 1366.37 | Inf 58 1357.81 1363.49 | Div 0.14 0.35 | Feas 0.19 1.00 | Pen 0.16 0.10
It  36000  13471 | T(s) 117.45 | Feas 52 1366.07 1366.39 | Inf 40 1359.32 1364.36 | Div 0.15 0.34 | Feas 0.21 1.00 | Pen 0.17 0.10
It  36500  13971 | T(s) 118.90 | Feas 57 1366.07 1366.19 | Inf 41 1359.32 1364.51 | Div 0.11 0.40 | Feas 0.16 1.00 | Pen 0.17 0.10
It  37000  14471 | T(s) 120.29 | Feas 63 1366.07 1366.12 | Inf 31 1359.99 1365.59 | Div 0.09 0.34 | Feas 0.31 1.00 | Pen 0.17 0.10
It  37500  14971 | T(s) 121.70 | Feas 37 1366.07 1366.41 | Inf 63 1367.29 1368.93 | Div 0.16 0.27 | Feas 0.17 1.00 | Pen 0.21 0.10
It  38000    352 | T(s) 123.06 | Feas 56 1366.07 1367.11 | Inf 35 1361.02 1367.10 | Div 0.19 0.39 | Feas 0.22 1.00 | Pen 0.17 0.10
It  38500    852 | T(s) 124.47 | Feas 43 1366.07 1366.89 | Inf 55 1354.06 1362.70 | Div 0.20 0.34 | Feas 0.26 1.00 | Pen 0.15 0.10
It  39000   1352 | T(s) 126.03 | Feas 58 1366.07 1366.94 | Inf 26 1367.90 1376.57 | Div 0.21 0.45 | Feas 0.25 1.00 | Pen 0.22 0.10
It  39500   1852 | T(s) 127.41 | Feas 46 1366.07 1367.24 | Inf 33 1356.84 1365.67 | Div 0.23 0.41 | Feas 0.29 1.00 | Pen 0.16 0.10
It  40000   2352 | T(s) 128.85 | Feas 26 1366.07 1369.33 | Inf 61 1357.80 1364.57 | Div 0.32 0.37 | Feas 0.17 1.00 | Pen 0.16 0.10
It  40500   2852 | T(s) 130.36 | Feas 27 1366.07 1367.88 | Inf 51 1359.78 1366.29 | Div 0.27 0.36 | Feas 0.29 1.00 | Pen 0.17 0.10
It  41000   3352 | T(s) 131.82 | Feas 45 1366.07 1366.52 | Inf 48 1359.78 1364.60 | Div 0.17 0.39 | Feas 0.18 1.00 | Pen 0.17 0.10
It  41500   3852 | T(s) 133.28 | Feas 34 1366.07 1369.05 | Inf 32 1360.80 1364.99 | Div 0.30 0.38 | Feas 0.22 1.00 | Pen 0.17 0.10
It  42000   4352 | T(s) 134.78 | Feas 56 1366.07 1367.07 | Inf 28 1368.33 1374.04 | Div 0.22 0.44 | Feas 0.13 1.00 | Pen 0.21 0.10
It  42500   4852 | T(s) 136.19 | Feas 47 1366.07 1367.52 | Inf 39 1364.37 1368.78 | Div 0.22 0.37 | Feas 0.20 1.00 | Pen 0.18 0.10
It  43000   5352 | T(s) 137.61 | Feas 39 1366.07 1367.28 | Inf 63 1364.37 1366.95 | Div 0.23 0.30 | Feas 0.17 1.00 | Pen 0.18 0.10
It  43500   5852 | T(s) 139.09 | Feas 27 1366.07 1368.46 | Inf 51 1364.89 1369.38 | Div 0.28 0.33 | Feas 0.11 1.00 | Pen 0.19 0.10
It  44000   6352 | T(s) 140.51 | Feas 63 1366.07 1366.80 | Inf 31 1364.89 1368.60 | Div 0.19 0.39 | Feas 0.19 1.00 | Pen 0.19 0.10
It  44500   6852 | T(s) 141.94 | Feas 43 1366.07 1367.04 | Inf 25 1365.41 1374.40 | Div 0.23 0.46 | Feas 0.09 1.00 | Pen 0.19 0.10
It  45000   7352 | T(s) 143.32 | Feas 31 1366.07 1367.99 | Inf 42 1360.17 1363.83 | Div 0.25 0.37 | Feas 0.16 1.00 | Pen 0.16 0.10
It  45500   7852 | T(s) 144.83 | Feas 38 1366.07 1367.79 | Inf 43 1366.50 1370.43 | Div 0.26 0.38 | Feas 0.13 1.00 | Pen 0.20 0.10
It  46000   8352 | T(s) 146.29 | Feas 36 1366.07 1367.98 | Inf 38 1367.06 1370.11 | Div 0.26 0.37 | Feas 0.14 1.00 | Pen 0.20 0.10
It  46500   8852 | T(s) 147.75 | Feas 38 1366.07 1367.38 | Inf 60 1367.63 1369.38 | Div 0.23 0.31 | Feas 0.25 1.00 | Pen 0.21 0.10
It  47000   9352 | T(s) 149.23 | Feas 62 1366.07 1367.43 | Inf 49 1362.38 1364.90 | Div 0.22 0.33 | Feas 0.19 1.00 | Pen 0.18 0.10
It  47500   9852 | T(s) 150.63 | Feas 33 1366.07 1367.79 | Inf 29 1364.27 1368.48 | Div 0.27 0.41 | Feas 0.14 1.00 | Pen 0.18 0.10
It  48000  10352 | T(s) 152.04 | Feas 27 1366.07 1370.44 | Inf 48 1357.66 1361.49 | Div 0.34 0.32 | Feas 0.29 1.00 | Pen 0.16 0.10
It  48500  10852 | T(s) 153.49 | Feas 33 1366.07 1367.33 | Inf 49 1364.41 1367.87 | Div 0.25 0.35 | Feas 0.23 1.00 | Pen 0.19 0.10
It  49000  11352 | T(s) 154.91 | Feas 54 1366.07 1366.76 | Inf 65 1365.34 1368.93 | Div 0.21 0.33 | Feas 0.35 1.00 | Pen 0.20 0.10
It  49500  11852 | T(s) 156.36 | Feas 38 1366.07 1367.84 | Inf 48 1365.02 1369.23 | Div 0.27 0.34 | Feas 0.24 1.00 | Pen 0.20 0.10
It  50000  12352 | T(s) 157.75 | Feas 50 1366.07 1367.17 | Inf 33 1361.49 1366.29 | Div 0.24 0.39 | Feas 0.17 1.00 | Pen 0.17 0.10
It  50500  12852 | T(s) 159.16 | Feas 28 1366.07 1369.26 | Inf 59 1360.89 1363.02 | Div 0.32 0.28 | Feas 0.18 1.00 | Pen 0.17 0.10
It  51000  13352 | T(s) 160.56 | Feas 61 1366.07 1367.23 | Inf 39 1359.20 1361.62 | Div 0.24 0.33 | Feas 0.29 1.00 | Pen 0.15 0.10
It  51500  13852 | T(s) 161.97 | Feas 25 1366.07 1371.46 | Inf 35 1362.55 1368.40 | Div 0.36 0.38 | Feas 0.12 1.00 | Pen 0.18 0.10
It  52000  14352 | T(s) 163.31 | Feas 32 1366.07 1368.54 | Inf 63 1359.81 1361.23 | Div 0.30 0.27 | Feas 0.27 1.00 | Pen 0.16 0.10
It  52500  14852 | T(s) 164.78 | Feas 63 1366.07 1367.06 | Inf 63 1363.28 1368.62 | Div 0.23 0.31 | Feas 0.11 1.00 | Pen 0.19 0.10
It  53000  15352 | T(s) 166.18 | Feas 26 1366.07 1371.92 | Inf 53 1364.05 1371.71 | Div 0.34 0.36 | Feas 0.13 1.00 | Pen 0.20 0.10
It  53500  15852 | T(s) 167.60 | Feas 54 1366.07 1367.06 | Inf 34 1361.42 1364.81 | Div 0.23 0.36 | Feas 0.19 1.00 | Pen 0.17 0.10
It  54000  16352 | T(s) 169.04 | Feas 30 1366.07 1369.85 | Inf 35 1364.85 1370.74 | Div 0.31 0.36 | Feas 0.15 1.00 | Pen 0.21 0.10
It  54500  16852 | T(s) 170.42 | Feas 46 1366.07 1367.32 | Inf 50 1362.12 1366.63 | Div 0.24 0.34 | Feas 0.19 1.00 | Pen 0.18 0.10
It  55000  17352 | T(s) 171.82 | Feas 42 1366.07 1367.22 | Inf 39 1365.68 1369.86 | Div 0.24 0.32 | Feas 0.15 1.00 | Pen 0.21 0.10
It  55500  17852 | T(s) 173.20 | Feas 30 1366.07 1367.33 | Inf 56 1362.84 1368.22 | Div 0.26 0.33 | Feas 0.14 1.00 | Pen 0.19 0.10
It  56000  18352 | T(s) 174.58 | Feas 27 1366.07 1367.15 | Inf 30 1360.05 1363.56 | Div 0.25 0.36 | Feas 0.30 1.00 | Pen 0.16 0.10
It  56500  18852 | T(s) 175.95 | Feas 51 1366.07 1366.64 | Inf 52 1360.69 1362.04 | Div 0.20 0.26 | Feas 0.28 1.00 | Pen 0.16 0.10
It  57000  19352 | T(s) 177.35 | Feas 34 1366.07 1366.88 | Inf 41 1364.37 1366.43 | Div 0.23 0.25 | Feas 0.24 1.00 | Pen 0.20 0.10
It  57500  19852 | T(s) 178.71 | Feas 39 1366.07 1366.50 | Inf 26 1361.69 1366.67 | Div 0.20 0.39 | Feas 0.21 1.00 | Pen 0.17 0.10
----- GENETIC ALGORITHM FINISHED AFTER 57650 ITERATIONS. TIME SPENT: 179.104
----- WRITING BEST SOLUTION IN : baseline_results/cvrp_hgs/Vrp-Set-Golden-n361/Vrp-Set-Golden-n361-hgs/0.hgs1.tour
