=========== Algorithm Parameters =================
---- nbGranular        is set to 20
---- mu                is set to 25
---- lambda            is set to 40
---- nbElite           is set to 4
---- nbClose           is set to 5
---- targetFeasible    is set to 0.2
---- seed              is set to 1234
---- nbIter            is set to 20000
---- timeLimit         is set to 0
---- useSwapStar       is set to 1
==================================================
----- READING INSTANCE: baseline_results/cvrp_hgs/Vrp-Set-Li-n1121/Vrp-Set-Li-n1121-hgs/0.hgs1.vrp
----- FLEET SIZE WAS NOT SPECIFIED: DEFAULT INITIALIZATION TO 16 VEHICLES
----- INSTANCE SUCCESSFULLY LOADED WITH 1120 CLIENTS AND 16 VEHICLES
----- BUILDING INITIAL POPULATION
----- STARTING GENETIC ALGORITHM
It      0      2 | T(s) 13.66 | Feas 60 36366.73 37381.57 | NO-INFEASIBLE | Div 0.24 -1.00 | Feas 1.00 1.00 | Pen 47.60 0.85
It   7000    462 | T(s) 229.65 | Feas 59 34330.94 34332.50 | Inf 41 34314.01 34333.07 | Div 0.07 0.10 | Feas 0.27 1.00 | Pen 0.10 0.10
It   7500    962 | T(s) 243.40 | Feas 54 34330.94 34332.68 | Inf 50 34314.01 34334.54 | Div 0.07 0.10 | Feas 0.20 1.00 | Pen 0.10 0.10
It   8000   1462 | T(s) 256.22 | Feas 31 34330.94 34333.73 | Inf 40 34314.01 34329.72 | Div 0.08 0.10 | Feas 0.29 1.00 | Pen 0.10 0.10
It   8500   1962 | T(s) 269.71 | Feas 64 34330.94 34334.03 | Inf 37 34314.01 34327.38 | Div 0.08 0.10 | Feas 0.26 1.00 | Pen 0.10 0.10
It   9000   2462 | T(s) 285.88 | Feas 33 34330.94 34337.48 | Inf 52 34314.01 34321.89 | Div 0.09 0.09 | Feas 0.28 1.00 | Pen 0.10 0.10
It   9500      4 | T(s) 307.11 | Feas 33 34330.94 34333.41 | Inf 62 34314.01 34319.79 | Div 0.09 0.09 | Feas 0.29 1.00 | Pen 0.10 0.10
It  10000    373 | T(s) 323.61 | Feas 46 34330.94 34332.96 | Inf 52 34314.01 34332.74 | Div 0.08 0.10 | Feas 0.37 1.00 | Pen 0.10 0.10
It  10500    873 | T(s) 336.53 | Feas 62 34330.94 34332.57 | Inf 58 34312.81 34329.31 | Div 0.08 0.09 | Feas 0.21 1.00 | Pen 0.10 0.10
It  11000   1373 | T(s) 349.99 | Feas 62 34330.94 34332.69 | Inf 55 34312.81 34324.62 | Div 0.07 0.09 | Feas 0.24 1.00 | Pen 0.10 0.10
It  11500   1873 | T(s) 364.09 | Feas 32 34330.94 34337.22 | Inf 64 34312.81 34321.99 | Div 0.09 0.09 | Feas 0.22 1.00 | Pen 0.10 0.10
It  12000   2373 | T(s) 376.93 | Feas 55 34330.94 34331.96 | Inf 56 34312.81 34314.95 | Div 0.08 0.08 | Feas 0.25 1.00 | Pen 0.10 0.10
It  12500   2873 | T(s) 388.75 | Feas 29 34330.94 34332.84 | Inf 46 34311.61 34316.70 | Div 0.09 0.08 | Feas 0.31 1.00 | Pen 0.10 0.10
It  13000    202 | T(s) 401.37 | Feas 39 34330.94 34335.20 | Inf 63 34310.41 34315.39 | Div 0.08 0.07 | Feas 0.25 1.00 | Pen 0.10 0.10
It  13500    702 | T(s) 413.61 | Feas 63 34330.94 34331.08 | Inf 60 34310.41 34314.52 | Div 0.06 0.08 | Feas 0.31 1.00 | Pen 0.10 0.10
It  14000   1202 | T(s) 425.53 | Feas 45 34330.94 34331.66 | Inf 59 34310.41 34313.00 | Div 0.07 0.07 | Feas 0.25 1.00 | Pen 0.10 0.10
It  14500   1702 | T(s) 437.36 | Feas 42 34330.94 34331.54 | Inf 45 34310.41 34312.63 | Div 0.06 0.06 | Feas 0.30 1.00 | Pen 0.10 0.10
It  15000   2202 | T(s) 449.02 | Feas 38 34330.94 34331.44 | Inf 65 34310.41 34312.61 | Div 0.06 0.06 | Feas 0.31 1.00 | Pen 0.10 0.10
It  15500   2702 | T(s) 461.74 | Feas 53 34330.94 34331.93 | Inf 36 34310.41 34313.51 | Div 0.07 0.07 | Feas 0.25 1.00 | Pen 0.10 0.10
It  16000     39 | T(s) 473.79 | Feas 36 34330.94 34333.59 | Inf 44 34310.41 34312.23 | Div 0.08 0.06 | Feas 0.20 1.00 | Pen 0.10 0.10
It  16500    539 | T(s) 485.70 | Feas 39 34330.94 34331.40 | Inf 58 34310.41 34311.56 | Div 0.06 0.05 | Feas 0.29 1.00 | Pen 0.10 0.10
It  17000   1039 | T(s) 497.19 | Feas 33 34330.94 34331.04 | Inf 49 34310.41 34314.94 | Div 0.05 0.06 | Feas 0.27 1.00 | Pen 0.10 0.10
It  17500   1539 | T(s) 509.07 | Feas 31 34330.94 34331.71 | Inf 41 34310.41 34317.51 | Div 0.07 0.07 | Feas 0.26 1.00 | Pen 0.10 0.10
It  18000   2039 | T(s) 521.15 | Feas 56 34330.94 34331.47 | Inf 48 34310.41 34310.95 | Div 0.06 0.05 | Feas 0.23 1.00 | Pen 0.10 0.10
It  18500   2539 | T(s) 532.93 | Feas 39 34330.94 34331.67 | Inf 55 34310.41 34311.72 | Div 0.07 0.05 | Feas 0.25 1.00 | Pen 0.10 0.10
It  19000   3039 | T(s) 545.09 | Feas 34 34330.94 34332.21 | Inf 50 34310.41 34310.95 | Div 0.08 0.05 | Feas 0.28 1.00 | Pen 0.10 0.10
It  19500   3539 | T(s) 556.97 | Feas 32 34330.94 34331.66 | Inf 58 34310.41 34310.81 | Div 0.08 0.04 | Feas 0.23 1.00 | Pen 0.10 0.10
It  20000   4039 | T(s) 568.25 | Feas 54 34330.94 34331.34 | Inf 54 34310.41 34311.76 | Div 0.06 0.05 | Feas 0.32 1.00 | Pen 0.10 0.10
It  20500   4539 | T(s) 580.03 | Feas 39 34330.94 34333.85 | Inf 56 34310.41 34310.58 | Div 0.08 0.04 | Feas 0.20 1.00 | Pen 0.10 0.10
It  21000   5039 | T(s) 591.83 | Feas 44 34330.94 34331.57 | Inf 44 34310.41 34315.01 | Div 0.07 0.06 | Feas 0.28 1.00 | Pen 0.10 0.10
It  21500   5539 | T(s) 603.91 | Feas 30 34330.94 34341.81 | Inf 51 34310.41 34311.51 | Div 0.09 0.05 | Feas 0.28 1.00 | Pen 0.10 0.10
It  22000   6039 | T(s) 616.74 | Feas 54 34330.94 34331.88 | Inf 64 34310.41 34313.14 | Div 0.07 0.05 | Feas 0.29 1.00 | Pen 0.10 0.10
It  22500   6539 | T(s) 629.62 | Feas 28 34330.94 34333.81 | Inf 61 34310.41 34310.94 | Div 0.09 0.05 | Feas 0.26 1.00 | Pen 0.10 0.10
It  23000   7039 | T(s) 642.72 | Feas 43 34330.94 34334.46 | Inf 50 34310.41 34310.41 | Div 0.08 0.03 | Feas 0.29 1.00 | Pen 0.10 0.10
It  23500   7539 | T(s) 655.37 | Feas 44 34330.94 34332.41 | Inf 39 34310.41 34311.44 | Div 0.08 0.04 | Feas 0.24 1.00 | Pen 0.10 0.10
It  24000    358 | T(s) 668.19 | Feas 32 34330.94 34331.93 | Inf 35 34310.41 34316.41 | Div 0.08 0.06 | Feas 0.29 1.00 | Pen 0.10 0.10
It  24500    858 | T(s) 681.21 | Feas 37 34330.94 34332.22 | Inf 28 34310.41 34314.16 | Div 0.08 0.07 | Feas 0.28 1.00 | Pen 0.10 0.10
It  25000   1358 | T(s) 694.24 | Feas 29 34330.94 34341.85 | Inf 63 34310.41 34311.56 | Div 0.09 0.05 | Feas 0.26 1.00 | Pen 0.10 0.10
It  25500   1858 | T(s) 707.22 | Feas 26 34330.94 34333.53 | Inf 49 34310.41 34311.54 | Div 0.09 0.05 | Feas 0.26 1.00 | Pen 0.10 0.10
It  26000   2358 | T(s) 720.36 | Feas 43 34330.94 34333.21 | Inf 32 34310.41 34311.65 | Div 0.08 0.06 | Feas 0.25 1.00 | Pen 0.10 0.10
It  26500   2858 | T(s) 733.99 | Feas 45 34330.94 34333.36 | Inf 31 34310.41 34314.69 | Div 0.08 0.06 | Feas 0.27 1.00 | Pen 0.10 0.10
It  27000   3358 | T(s) 747.02 | Feas 35 34330.94 34334.59 | Inf 27 34310.41 34314.82 | Div 0.09 0.06 | Feas 0.24 1.00 | Pen 0.10 0.10
It  27500   3858 | T(s) 760.25 | Feas 52 34330.94 34334.12 | Inf 58 34310.41 34311.03 | Div 0.08 0.04 | Feas 0.28 1.00 | Pen 0.10 0.10
It  28000   4358 | T(s) 773.29 | Feas 44 34330.94 34332.52 | Inf 58 34310.41 34310.49 | Div 0.08 0.04 | Feas 0.28 1.00 | Pen 0.10 0.10
It  28500   4858 | T(s) 787.29 | Feas 25 34330.94 34347.94 | Inf 35 34313.81 34320.45 | Div 0.09 0.06 | Feas 0.28 1.00 | Pen 0.10 0.10
It  29000   5358 | T(s) 799.80 | Feas 62 34330.94 34332.58 | Inf 57 34310.41 34313.47 | Div 0.08 0.06 | Feas 0.34 1.00 | Pen 0.10 0.10
It  29500   5858 | T(s) 813.06 | Feas 41 34330.94 34332.78 | Inf 43 34310.41 34313.70 | Div 0.08 0.07 | Feas 0.30 1.00 | Pen 0.10 0.10
It  30000   6358 | T(s) 826.54 | Feas 61 34330.94 34331.59 | Inf 27 34310.41 34316.85 | Div 0.07 0.07 | Feas 0.22 1.00 | Pen 0.10 0.10
It  30500   6858 | T(s) 839.94 | Feas 51 34330.94 34331.26 | Inf 64 34310.41 34311.24 | Div 0.07 0.05 | Feas 0.36 1.00 | Pen 0.10 0.10
It  31000   7358 | T(s) 852.61 | Feas 55 34330.94 34331.13 | Inf 52 34310.41 34310.70 | Div 0.07 0.04 | Feas 0.28 1.00 | Pen 0.10 0.10
It  31500   7858 | T(s) 865.15 | Feas 39 34330.94 34331.88 | Inf 52 34310.41 34311.86 | Div 0.08 0.05 | Feas 0.24 1.00 | Pen 0.10 0.10
It  32000   8358 | T(s) 879.90 | Feas 26 34330.94 34332.35 | Inf 60 34310.41 34311.00 | Div 0.09 0.05 | Feas 0.28 1.00 | Pen 0.10 0.10
It  32500   8858 | T(s) 895.19 | Feas 57 34330.94 34331.35 | Inf 25 34310.41 34321.61 | Div 0.06 0.07 | Feas 0.29 1.00 | Pen 0.10 0.10
It  33000   9358 | T(s) 908.16 | Feas 64 34330.94 34333.59 | Inf 51 34310.41 34312.44 | Div 0.07 0.05 | Feas 0.30 1.00 | Pen 0.10 0.10
It  33500   9858 | T(s) 921.18 | Feas 49 34330.94 34331.50 | Inf 58 34310.41 34311.41 | Div 0.07 0.05 | Feas 0.28 1.00 | Pen 0.10 0.10
It  34000  10358 | T(s) 934.02 | Feas 44 34330.94 34332.92 | Inf 44 34310.41 34312.73 | Div 0.08 0.06 | Feas 0.19 1.00 | Pen 0.10 0.10
It  34500  10858 | T(s) 947.07 | Feas 46 34330.94 34331.66 | Inf 45 34310.41 34314.49 | Div 0.08 0.07 | Feas 0.29 1.00 | Pen 0.10 0.10
It  35000  11358 | T(s) 960.12 | Feas 56 34330.94 34332.90 | Inf 26 34310.41 34317.91 | Div 0.08 0.08 | Feas 0.30 1.00 | Pen 0.10 0.10
It  35500  11858 | T(s) 973.26 | Feas 64 34330.94 34332.74 | Inf 56 34310.41 34312.94 | Div 0.08 0.06 | Feas 0.22 1.00 | Pen 0.10 0.10
It  36000  12358 | T(s) 986.96 | Feas 49 34330.94 34331.88 | Inf 26 34310.41 34321.15 | Div 0.08 0.07 | Feas 0.30 1.00 | Pen 0.10 0.10
It  36500  12858 | T(s) 999.79 | Feas 36 34330.94 34335.04 | Inf 65 34310.41 34315.42 | Div 0.09 0.06 | Feas 0.19 1.00 | Pen 0.10 0.10
It  37000  13358 | T(s) 1013.19 | Feas 45 34330.94 34332.43 | Inf 53 34310.41 34315.08 | Div 0.08 0.06 | Feas 0.25 1.00 | Pen 0.10 0.10
It  37500  13858 | T(s) 1025.66 | Feas 62 34330.94 34332.38 | Inf 49 34310.41 34311.66 | Div 0.07 0.05 | Feas 0.29 1.00 | Pen 0.10 0.10
It  38000  14358 | T(s) 1039.42 | Feas 37 34330.94 34331.66 | Inf 59 34310.41 34313.82 | Div 0.08 0.07 | Feas 0.26 1.00 | Pen 0.10 0.10
It  38500  14858 | T(s) 1052.80 | Feas 32 34330.94 34332.57 | Inf 52 34310.41 34312.47 | Div 0.08 0.06 | Feas 0.31 1.00 | Pen 0.10 0.10
It  39000  15358 | T(s) 1066.34 | Feas 29 34330.94 34337.02 | Inf 34 34310.41 34314.37 | Div 0.09 0.07 | Feas 0.22 1.00 | Pen 0.10 0.10
It  39500  15858 | T(s) 1079.29 | Feas 33 34330.94 34332.22 | Inf 54 34310.41 34312.02 | Div 0.08 0.06 | Feas 0.24 1.00 | Pen 0.10 0.10
It  40000  16358 | T(s) 1092.92 | Feas 58 34330.94 34331.69 | Inf 46 34310.41 34313.65 | Div 0.07 0.06 | Feas 0.21 1.00 | Pen 0.10 0.10
It  40500  16858 | T(s) 1105.51 | Feas 32 34330.94 34335.85 | Inf 64 34310.41 34310.81 | Div 0.09 0.05 | Feas 0.36 1.00 | Pen 0.10 0.10
It  41000  17358 | T(s) 1118.36 | Feas 41 34330.94 34332.18 | Inf 41 34310.41 34313.39 | Div 0.08 0.06 | Feas 0.33 1.00 | Pen 0.10 0.10
It  41500  17858 | T(s) 1131.72 | Feas 39 34330.94 34332.80 | Inf 46 34310.41 34315.19 | Div 0.08 0.06 | Feas 0.25 1.00 | Pen 0.10 0.10
It  42000  18358 | T(s) 1144.64 | Feas 56 34330.94 34331.85 | Inf 55 34310.41 34311.70 | Div 0.08 0.05 | Feas 0.38 1.00 | Pen 0.10 0.10
It  42500  18858 | T(s) 1158.79 | Feas 46 34330.94 34333.32 | Inf 47 34310.41 34311.21 | Div 0.08 0.05 | Feas 0.27 1.00 | Pen 0.10 0.10
It  43000  19358 | T(s) 1174.14 | Feas 47 34330.94 34332.22 | Inf 45 34310.41 34315.67 | Div 0.08 0.06 | Feas 0.21 1.00 | Pen 0.10 0.10
It  43500  19858 | T(s) 1192.58 | Feas 54 34330.94 34332.09 | Inf 34 34310.41 34312.16 | Div 0.07 0.06 | Feas 0.36 1.00 | Pen 0.10 0.10
----- GENETIC ALGORITHM FINISHED AFTER 43644 ITERATIONS. TIME SPENT: 1198.72
----- WRITING BEST SOLUTION IN : baseline_results/cvrp_hgs/Vrp-Set-Li-n1121/Vrp-Set-Li-n1121-hgs/0.hgs1.tour
